word,suggested_level,junior_meaning_ja,high_meaning_ja,source_names,source_ranks,master_status,master_levels,master_pos,master_meaning_ja,match_count
mouse,junior_high,ネズミ、ハツカネズミ,,junior_word_list,347,existing,junior_high,noun,ネズミたち / ネズミ,3
mouth,junior_high,口,,junior_word_list,348;697,existing,junior_high,noun,口,2
move,junior_high,を動かす,,junior_word_list,1047;1604,existing,junior_high,verb,動く・動かす,2
movie,junior_high,映画,,junior_word_list,349,existing,junior_high,noun,映画,2
much,junior_high,[動詞を修飾して]おおいに、たいへん,,junior_word_list,350;1048,existing,junior_high,adverb;adjective,もっと・より多く / もっと多くの / ずっと・たいへん / 多量の・多くの,6
museum,junior_high,博物館,,junior_word_list,351;676,existing,junior_high,noun,博物館,2
music,junior_high,音楽,,junior_word_list,352,existing,junior_high,noun,音楽,2
musical,junior_high,音楽の,,junior_word_list,1606,existing,junior_high,adjective,音楽の,2
musician,junior_high,音楽家,音楽家,junior_word_list;high_word_list,353;917;1420,existing,junior_high,noun,音楽家,2
must,junior_high,しなければならない,,junior_word_list,1049,existing,junior_high,auxiliary,〜しなければならない・〜に違いない / 〜してはいけない,3
my,junior_high,私の,,junior_word_list,354,existing,junior_high,pronoun,私の,2
myself,junior_high,私自身,,junior_word_list,1051,existing,junior_high,pronoun,私自身,2
name,junior_high,名前,,junior_word_list,355,existing,junior_high,noun;verb,名前 / 名づける,4
national,junior_high,国の、国家の,国の,junior_word_list;high_word_list,356;1893;348,existing,junior_high,adjective,国家の・国民の,2
natural,junior_high,自然の,自然の,junior_word_list;high_word_list,1052;1892;191,existing,junior_high,adjective,自然の,2
nature,junior_high,自然,自然,junior_word_list;high_word_list,357;705;319,existing,junior_high,noun,自然,2
near,junior_high,の近くで,,junior_word_list,358;1053,existing,junior_high,preposition;noun;adjective;adverb,〜の近くに / 近く / 近い / 近くに,8
necessary,junior_high,必要な,必要な,junior_word_list;high_word_list,1054;1898;164,existing,junior_high,adjective,必要な,2
neck,junior_high,首,,junior_word_list,1055,existing,junior_high,noun,首,2
need,junior_high,を必要とする,,junior_word_list,359;360,existing,junior_high,verb,必要とする,2
neighbor,junior_high,近所の人,隣人,junior_word_list;high_word_list,1056;1914;2004;2344,existing,junior_high,noun,隣人,2
neither,junior_high,～も～もない,,junior_word_list,1608,existing,junior_high,adverb,どちらも〜ない,2
nest,junior_high,巣,,junior_word_list,1057,existing,junior_high,noun,巣,2
net,junior_high,網,,junior_word_list,1609,existing,junior_high,noun,網・ネット,2
never,junior_high,今までに一度もしない,,junior_word_list,1058;1610,existing,junior_high,adverb,一度も〜ない,2
new,junior_high,新しい,,junior_word_list,361,existing,junior_high,adjective,新しい,2
newspaper,junior_high,新聞,,junior_word_list,362;1611,existing,junior_high,noun,新聞,2
nice,junior_high,良い,,junior_word_list,364,existing,junior_high,adjective,よい・親切な,2
night,junior_high,夜,,junior_word_list,365,existing,junior_high,noun,夜,2
nine,junior_high,9,,junior_word_list,366,existing,junior_high,numeral,9・九つ,2
nineteen,junior_high,19,,junior_word_list,367,existing,junior_high,numeral,19・十九,2
ninety,junior_high,90,,junior_word_list,368,existing,junior_high,numeral,90・九十,2
ninth,junior_high,9番目,,junior_word_list,369,existing,junior_high,ordinal,9番目の,2
noise,junior_high,騒音,,junior_word_list,1060,existing,junior_high,noun,物音・騒音,2
noisy,junior_high,騒がしい,,junior_word_list,1613,existing,junior_high,adjective,騒がしい,2
noon,junior_high,正午,,junior_word_list,370,existing,junior_high,noun,正午・昼,2
north,junior_high,北,,junior_word_list,620;724,existing,junior_high,noun,北,2
nose,junior_high,鼻,,junior_word_list,371;678,existing,junior_high,noun,鼻,2
not,junior_high,でない,,junior_word_list,372,existing,junior_high,adverb,〜でない,2
note,junior_high,紙幣,,junior_word_list,1617,existing,high_school,noun,メモ・注・紙幣・音符,2
notebook,junior_high,ノート,,junior_word_list,373,existing,junior_high,noun,ノート,2
nothing,junior_high,何もない,,junior_word_list,374,existing,junior_high,pronoun,何も〜ない・無,2
november,junior_high,11月,,junior_word_list,375,existing,junior_high,noun,11月,2
number,junior_high,数、数字,,junior_word_list,376;1620,existing,junior_high,noun,数・番号,2
nurse,junior_high,看護婦,,junior_word_list,377,existing,junior_high,noun,看護師,2
ocean,junior_high,大洋，海,,junior_word_list,1621,existing,junior_high,noun,海・大洋,2
october,junior_high,10月,,junior_word_list,378,existing,junior_high,noun,10月,2
of,junior_high,～の,,junior_word_list,1062,existing,junior_high,preposition,〜の・〜からなる,2
office,junior_high,事務所,,junior_word_list,379,existing,junior_high,noun,事務所・会社,2
often,junior_high,よく,,junior_word_list,380,existing,junior_high,adverb,しばしば・よく,2
oil,junior_high,油,,junior_word_list,1063;1622,existing,junior_high,noun,油・石油,2
old,junior_high,古い,,junior_word_list,381;1064;1065,existing,junior_high,adjective,古い・年をとった,2
on,junior_high,【場所】の上に,,junior_word_list,382;1066,existing,junior_high,preposition,〜の上に・〜に接して,2
once,junior_high,かつて,,junior_word_list,1067;1885,existing,junior_high,adverb,かつて・一度,2
one,junior_high,1,,junior_word_list,383,existing,junior_high,numeral,1・一つ,2
only,junior_high,～だけ,,junior_word_list,384,existing,junior_high,adverb,ただ〜だけ,2
open,junior_high,を開ける,,junior_word_list,385,existing,junior_high,adjective;verb,開いている / 開ける・開く,4
opinion,junior_high,意見，考え,意見,junior_word_list;high_word_list,1625;463,existing,high_school,noun,意見,2
or,junior_high,そうしなければ,,junior_word_list,1626;1627,existing,junior_high,conjunction,または・それとも,2
order,junior_high,注文する,命令,junior_word_list;high_word_list,1628;134,existing,junior_high,verb,注文する・命令する,2
ordinary,junior_high,ふつうの,普通の,junior_word_list;high_word_list,1629;69,existing,high_school,adjective,普通の・通常の,2
other,junior_high,他の,,junior_word_list,386;1071,existing,junior_high,adjective,ほかの,2
our,junior_high,私たちの,,junior_word_list,387,existing,junior_high,pronoun,私たちの,2
ours,junior_high,私たちのもの,,junior_word_list,388,existing,junior_high,pronoun,私たちのもの,2
out,junior_high,外に,,junior_word_list,389;1630,existing,high_school,adverb,外へ・外に・外で,4
outside,junior_high,外で,,junior_word_list,390;1073;1631,existing,junior_high,preposition;adjective,〜の外に / 外側の,4
over,junior_high,向こうへ,,junior_word_list,391;1074;1632,existing,junior_high,preposition,〜の上に・〜を越えて,2
overseas,junior_high,海外の,,junior_word_list,1077;1633,existing,high_school,adverb,海外へ・海外で,2
own,junior_high,自分自身の,自身の,junior_word_list;high_word_list,1078;320,existing,junior_high,adjective,自分自身の,2
paid,junior_high,支払い済みの,,junior_word_list,1079,existing,junior_high,verb,支払う（過去形） / 支払う（過去分詞）,2
pain,junior_high,痛み,痛み,junior_word_list;high_word_list,1634;602,existing,junior_high,noun,痛み,2
paint,junior_high,描く,,junior_word_list,1080,existing,junior_high,verb,描く・ペンキを塗る,2
painter,junior_high,画家,,junior_word_list,1635,existing,junior_high,noun,画家,2
painting,junior_high,絵をかくこと,,junior_word_list,393,existing,junior_high,noun,絵・絵画,2
pair,junior_high,一組,,junior_word_list,1636,existing,junior_high,noun,一組・ペア,2
pal,junior_high,友だち,,junior_word_list,1637,existing,junior_high,noun,友だち,2
palace,junior_high,宮殿,,junior_word_list,1638,existing,junior_high,noun,宮殿,2
pale,junior_high,青ざめた,,junior_word_list,1639,existing,junior_high,adjective,青ざめた・淡い,2
paper,junior_high,紙,,junior_word_list,1081,existing,junior_high,noun,紙・書類,2
parent,junior_high,親,,junior_word_list,394,existing,junior_high,noun,親,2
park,junior_high,公園,,junior_word_list,395,existing,junior_high,noun,公園,2
part,junior_high,部分,,junior_word_list,1082,existing,junior_high,noun,部分・役割,2
pass,junior_high,を通り過ぎる,,junior_word_list,396;1083,existing,junior_high,verb,通る・過ぎる・合格する・手渡す,2
past,junior_high,過去の,過去の,junior_word_list;high_word_list,1084;442,existing,junior_high,adjective,過去の,2
pay,junior_high,払う,,junior_word_list,1085,existing,junior_high,verb,支払う（過去形） / 支払う（過去分詞） / 支払う,4
peace,junior_high,平和,,junior_word_list,1086;1643,existing,junior_high,noun,平和,2
peaceful,junior_high,平和な,,junior_word_list,1644,existing,junior_high,adjective,平和な,2
pencil,junior_high,鉛筆,,junior_word_list,397;1645,existing,junior_high,noun,鉛筆,2
people,junior_high,人々,,junior_word_list,398;623,existing,junior_high,noun,人々,2
perform,junior_high,演じる,,junior_word_list,399,existing,high_school,verb,行う・演じる・遂行する,2
perhaps,junior_high,多分,,junior_word_list,1646,existing,junior_high,adverb,たぶん,2
period,junior_high,期間、時間,期間,junior_word_list;high_word_list,400;1647;409,existing,high_school,noun,期間・時代・終止符,2
person,junior_high,人,,junior_word_list,1088;1648,existing,junior_high,noun,人,2
personal,junior_high,個人の,,junior_word_list,1649,existing,junior_high,adjective,個人の,2
photograph,junior_high,写真,,junior_word_list,1089,existing,high_school,noun,写真,2
pick,junior_high,を摘む,,junior_word_list,401;713,existing,junior_high,verb,選ぶ・摘む,2
picture,junior_high,絵、写真,,junior_word_list,402,existing,junior_high,noun,絵・写真,2
piece,junior_high,断片,,junior_word_list,1090,existing,junior_high,noun,一片・断片,2
pig,junior_high,ブタ,,junior_word_list,403;709,existing,junior_high,noun,ブタ,2
place,junior_high,場所,,junior_word_list,404,existing,junior_high,noun,場所,2
plan,junior_high,を計画する,,junior_word_list,405;1091,existing,junior_high,noun;verb,計画 / 計画する,4
plane,junior_high,飛行機,,junior_word_list,610,existing,junior_high,noun,飛行機,2
planet,junior_high,惑星,,junior_word_list,1092,existing,junior_high,noun,惑星,2
plant,junior_high,植物,植物,junior_word_list;high_word_list,1093;1917;276,existing,junior_high,noun,植物,2
plate,junior_high,お皿,,junior_word_list,1094;1919,existing,junior_high,noun,皿・プレート,2
play,junior_high,を演奏する,,junior_word_list,406;407;1866,existing,junior_high,verb;noun,遊ぶ・スポーツをする・演奏する / 劇・遊び,4
player,junior_high,選手,,junior_word_list,408,existing,junior_high,noun,選手・演奏者,2
please,junior_high,気に入る，喜ばせる,,junior_word_list,1651,existing,junior_high,verb;adjective,喜ばせる・気に入る / 喜んで,3
pleased,junior_high,喜んで,,junior_word_list,1652,existing,junior_high,adjective,喜んで,1
poem,junior_high,詩,,junior_word_list,1653,existing,junior_high,noun,詩,2
point,junior_high,特徴，論点,,junior_word_list,1655;1656,existing,junior_high,noun,点・要点,2
police,junior_high,警察官,,junior_word_list,410;699,existing,junior_high,noun,警察,2
policeman,junior_high,警官,,junior_word_list,1658,existing,junior_high,noun,警官 / 警官たち,3
pond,junior_high,池,,junior_word_list,704,existing,junior_high,noun,池,2
poor,junior_high,貧しい,,junior_word_list,411;720,existing,junior_high,adjective,貧しい・かわいそうな,2
popular,junior_high,人気のある,人気のある,junior_word_list;high_word_list,412;656;262,existing,junior_high,adjective,人気のある,2
pork,junior_high,豚肉,,junior_word_list,1096;1660,existing,junior_high,noun,豚肉,2
port,junior_high,港,,junior_word_list,1097,existing,junior_high,noun,港,2
possible,junior_high,可能な,可能な,junior_word_list;high_word_list,1662;446,existing,high_school,adjective,可能な・ありうる,2
practice,junior_high,を練習する,,junior_word_list,413;414;652,existing,junior_high,verb,練習する,2
president,junior_high,大統領,社長,junior_word_list;high_word_list,1664;310,existing,junior_high,noun,大統領・社長,2
pretty,junior_high,かわいい，きれいな,かなり,junior_word_list;high_word_list,1665;497,existing,junior_high,adverb,かなり,2
price,junior_high,値段,値段,junior_word_list;high_word_list,1100;218,existing,junior_high,noun,価格・値段,2
prince,junior_high,王子,,junior_word_list,1666,existing,junior_high,noun,王子,2
print,junior_high,を印刷する,,junior_word_list,1667,existing,junior_high,verb,印刷する,2
prize,junior_high,賞,,junior_word_list,1668,existing,junior_high,noun,賞,2
probably,junior_high,多分,おそらく,junior_word_list;high_word_list,1930;1932;500,existing,junior_high,adverb,たぶん・おそらく,2
problem,junior_high,問題,,junior_word_list,415;1875,existing,junior_high,noun,問題,2
produce,junior_high,を生産する,,junior_word_list,1101,existing,high_school,verb,生産する・生み出す,2
product,junior_high,製品,,junior_word_list,1102,existing,high_school,noun,製品・産物,2
progress,junior_high,進歩,進歩,junior_word_list;high_word_list,1104;1669;263,existing,high_school,noun,進歩・進展,2
promise,junior_high,約束,,junior_word_list,1670,existing,junior_high,noun,約束,2
protect,junior_high,を守る，保護する,守る,junior_word_list;high_word_list,1671;27,existing,high_school,verb,守る・保護する,2
pull,junior_high,を引く,,junior_word_list,1105,existing,high_school,verb,引く・引っぱる,2
purple,junior_high,紫色,,junior_word_list,416,existing,junior_high,noun,紫色,2
push,junior_high,を押す,,junior_word_list,1106,existing,junior_high,verb,押す,2
put,junior_high,を置く,,junior_word_list,417;1107,existing,junior_high,verb,置く（過去形） / 置く（過去分詞） / 置く,6
queen,junior_high,女王,,junior_word_list,418;1913,existing,junior_high,noun,女王,2
question,junior_high,質問,,junior_word_list,419;627,existing,junior_high,noun,質問,2
quick,junior_high,速い,,junior_word_list,1676,existing,junior_high,adjective,速い・すばやい,2
quickly,junior_high,すぐに,,junior_word_list,420;1902,existing,junior_high,adverb,すばやく,2
quiet,junior_high,静かな,,junior_word_list,421;716,existing,junior_high,adjective,静かな,2
quietly,junior_high,静かに，落ち着いて,,junior_word_list,1677,existing,junior_high,adverb,静かに,2
quite,junior_high,かなり，相当,かなり,junior_word_list;high_word_list,1678;498,existing,junior_high,adverb,かなり・まったく,2
rabbit,junior_high,ウサギ,,junior_word_list,422;707,existing,junior_high,noun,ウサギ,2
race,junior_high,競走,,junior_word_list,1679,existing,junior_high,noun,競走・人種,2
railway,junior_high,鉄道,,junior_word_list,1681,existing,junior_high,noun,鉄道,2
rain,junior_high,雨,,junior_word_list,1108;1682,existing,junior_high,noun;verb,雨 / 雨が降る,4
rainy,junior_high,雨降りの,,junior_word_list,423;715;1684,existing,junior_high,adjective,雨降りの,2
raise,junior_high,手などを挙げる,上げる,junior_word_list;high_word_list,1685;279,existing,junior_high,verb,上げる・育てる,2
rat,junior_high,ネズミ,,junior_word_list,1109,existing,junior_high,noun,ネズミ,2
raw,junior_high,生の,生の,junior_word_list;high_word_list,1110;1890;1775;2115,existing,junior_high,adjective,生の,2
reach,junior_high,に着く，到着する,到着する,junior_word_list;high_word_list,1687;189,existing,junior_high,verb,届く・到着する,2
read,junior_high,を読む,,junior_word_list,424,existing,junior_high,verb,読む（過去形） / 読む（過去分詞） / 読む,6
reading,junior_high,読書,,junior_word_list,425,existing,junior_high,noun,読書,2
ready,junior_high,用意できている,,junior_word_list,1111,existing,junior_high,adjective,用意できている,2
real,junior_high,本当の,,junior_word_list,1688,existing,junior_high,adjective,本当の,2
realize,junior_high,だと気づく,だとわかる,junior_word_list;high_word_list,1112;1876;486,existing,junior_high,verb,理解する・気づく,2
really,junior_high,本当に、実際に,,junior_word_list,426,existing,junior_high,adverb,本当に,2
reason,junior_high,理由,,junior_word_list,1113;1889,existing,junior_high,noun,理由・原因,2
receive,junior_high,を受け取る,受け取る,junior_word_list;high_word_list,1689;300,existing,junior_high,verb,受け取る,2
recently,junior_high,最近,最近,junior_word_list;high_word_list,1690;345,existing,junior_high,adverb,最近,2
recognize,junior_high,だと分かる,,junior_word_list,1114,existing,high_school,verb,認識する・認める,2
red,junior_high,赤,,junior_word_list,427,existing,junior_high,adjective,赤い,2
relate,junior_high,を～に関係させる,,junior_word_list,1691,existing,high_school,verb,関係づける・関連する,2
remember,junior_high,を思い出す,覚えている,junior_word_list;high_word_list,1116;429,existing,junior_high,verb,覚えている・思い出す,2
reply,junior_high,と答える,返答する,junior_word_list;high_word_list,1119;1916;142,existing,junior_high,noun,返事,2
report,junior_high,報告,,junior_word_list,1697,existing,junior_high,noun,報告・レポート,2
research,junior_high,を研究する,研究,junior_word_list;high_word_list,1120;1121;377,existing,high_school,noun,研究・調査,2
researcher,junior_high,研究者,,junior_word_list,1698,existing,high_school,noun,研究者,2
respect,junior_high,を尊敬する,尊敬,junior_word_list;high_word_list,1701;232,existing,high_school,noun,尊敬・点・配慮,2
rest,junior_high,休息,,junior_word_list,428;1123;1702,existing,junior_high,verb,休む・休息する,2
result,junior_high,結果,結果,junior_word_list;high_word_list,1124;380,existing,high_school,noun,結果,2
return,junior_high,帰る、戻る,,junior_word_list,1126,existing,junior_high,verb,帰る・戻る,2
rice,junior_high,米、ご飯,,junior_word_list,429,existing,junior_high,noun,米・ご飯,2
rich,junior_high,金持ちの,,junior_word_list,430,existing,junior_high,adjective,金持ちの・豊かな,2
ride,junior_high,乗る,,junior_word_list,431;1127,existing,junior_high,verb,乗る（過去分詞） / 乗る / 乗る（過去形）,4
right,junior_high,右,正しい,junior_word_list;high_word_list,432;433;1128;1705;254,existing,junior_high,adjective;noun,正しい・右の / 右・権利,4
ring,junior_high,指輪,,junior_word_list,1130,existing,junior_high,noun,指輪・輪,2
rise,junior_high,のぼる、上がる、上昇する,上がる,junior_word_list;high_word_list,1131;280,existing,junior_high,verb,上がる・起き上がる / 上がる・起き上がる（過去分詞） / 上がる・起き上がる（過去形）,4
river,junior_high,川,,junior_word_list,434;668,existing,junior_high,noun,川,2
road,junior_high,道,,junior_word_list,1132;1706,existing,junior_high,noun,道・道路,2
rock,junior_high,岩,,junior_word_list,1133,existing,junior_high,noun,岩・石,2
rode,junior_high,乗った,,junior_word_list,1134,existing,junior_high,verb,乗る（過去形）,1
role,junior_high,役、役割,役割,junior_word_list;high_word_list,435;127,existing,high_school,noun,役割,2
roof,junior_high,屋根,,junior_word_list,703,existing,junior_high,noun,屋根,2
room,junior_high,部屋,,junior_word_list,436,existing,junior_high,noun,部屋,2
root,junior_high,根,,junior_word_list,1707,existing,junior_high,noun,根,2
rose,junior_high,昇った,,junior_word_list,1708,existing,junior_high,verb;noun,上がる・起き上がる（過去形） / バラ,3
round,junior_high,丸い,,junior_word_list,437;1709,existing,junior_high,adverb,周りに・回って,2
row,junior_high,列,,junior_word_list,1135;1710,existing,junior_high,verb,こぐ,2
ruler,junior_high,定規,,junior_word_list,438,existing,junior_high,noun,定規・支配者,2
run,junior_high,走る,,junior_word_list,439;1712,existing,junior_high,verb,走る（過去形） / 走る（過去分詞） / 走る,5
rush,junior_high,殺到,突進する,junior_word_list;high_word_list,1715;1014;1517,existing,junior_high,noun,急ぎ・混雑,2
sad,junior_high,悲しい,,junior_word_list,440,existing,junior_high,adjective,悲しい,2
said,junior_high,言った（過去形）,,junior_word_list,441;1717,existing,junior_high,verb,言う（過去形） / 言う（過去分詞）,2
sailor,junior_high,船員,,junior_word_list,1138,existing,junior_high,noun,船員,2
salad,junior_high,サラダ,,junior_word_list,442,existing,junior_high,noun,サラダ,2
salt,junior_high,塩,,junior_word_list,1140;1718,existing,junior_high,noun,塩,2
same,junior_high,同一の,,junior_word_list,1141;1719,existing,junior_high,adjective,同じ,2
satisfy,junior_high,を満足させる,,junior_word_list,1720,existing,high_school,verb,満足させる・条件を満たす,2
saturday,junior_high,土曜日,,junior_word_list,443,existing,junior_high,noun,土曜日,2
save,junior_high,を節約する,,junior_word_list,1142;1721,existing,junior_high,verb,救う・節約する,2
saw,junior_high,見た（過去形）,,junior_word_list,444,existing,junior_high,verb,見る・わかる（過去形）,1
say,junior_high,を言う,,junior_word_list,445;1143,existing,junior_high,verb,言う（過去形） / 言う（過去分詞） / 言う,4
school,junior_high,学校,,junior_word_list,446,existing,junior_high,noun,学校,2
science,junior_high,科学,科学,junior_word_list;high_word_list,447;444,existing,junior_high,noun,科学・理科,2
scientist,junior_high,科学者,,junior_word_list,448;1910,existing,junior_high,noun,科学者,2
sea,junior_high,海,,junior_word_list,449;640,existing,junior_high,noun,海,2
season,junior_high,季節,,junior_word_list,450,existing,junior_high,noun,季節,2
second,junior_high,2番目,,junior_word_list,451;1145;1724,existing,junior_high,ordinal,第2の・2番目の,2
secret,junior_high,秘密,,junior_word_list,1725,existing,junior_high,noun,秘密,2
see,junior_high,を見る,,junior_word_list,452;453;454;631,existing,junior_high,verb,見る・わかる（過去形） / 見る・わかる / 見る・わかる（過去分詞）,4
seem,junior_high,～のように思われる,に見える,junior_word_list;high_word_list,1146;1726;474,existing,junior_high,verb,〜のように思われる,2
select,junior_high,を選ぶ,選び出す,junior_word_list;high_word_list,1147;1015;1518,existing,junior_high,verb,選ぶ,2
sell,junior_high,を売る,,junior_word_list,455,existing,junior_high,verb,売る / 売る（過去形） / 売る（過去分詞）,4
send,junior_high,を送る,,junior_word_list,1149,existing,junior_high,verb,送る / 送る（過去形） / 送る（過去分詞）,4
senior,junior_high,年上の，上級の,,junior_word_list,1727,existing,junior_high,adjective,年上の・上級の,2
sense,junior_high,感覚,,junior_word_list,1150,existing,junior_high,noun,感覚・意味・センス,2
sent,junior_high,送った,,junior_word_list,1151;1728,existing,junior_high,verb,送る（過去形） / 送る（過去分詞）,2
sentence,junior_high,文,,junior_word_list,1152;1918,existing,junior_high,noun,文,2
september,junior_high,9月,,junior_word_list,456,existing,junior_high,noun,9月,2
serious,junior_high,重大な,,junior_word_list,1153,existing,high_school,adjective,深刻な・真剣な,2
set,junior_high,置く,,junior_word_list,655,existing,junior_high,verb,置く・設定する（過去形） / 置く・設定する（過去分詞） / 置く・設定する,6
seven,junior_high,7,,junior_word_list,457,existing,junior_high,numeral,7・七つ,2
seventeen,junior_high,17,,junior_word_list,458,existing,junior_high,numeral,17・十七,2
seventy,junior_high,70,,junior_word_list,459,existing,junior_high,numeral,70・七十,2
shade,junior_high,陰，日陰,,junior_word_list,1729,existing,junior_high,noun,日陰・影,2
shake,junior_high,震える,,junior_word_list,1730,existing,junior_high,verb,震える・振る / 震える・振る（過去分詞） / 震える・振る（過去形）,4
shape,junior_high,形,,junior_word_list,1156,existing,high_school,noun,形・形状,2
share,junior_high,を共有する,分かち合う,junior_word_list;high_word_list,1157;149,existing,junior_high,verb,分け合う・共有する,2
she,junior_high,彼女は,,junior_word_list,460,existing,junior_high,pronoun,彼女は・彼女が,2
sheep,junior_high,ヒツジ,,junior_word_list,461,existing,junior_high,noun,羊,2
ship,junior_high,船,,junior_word_list,462,existing,junior_high,noun,船,2
shirt,junior_high,シャツ,,junior_word_list,1733,existing,junior_high,noun,シャツ,2
shoe,junior_high,くつ,,junior_word_list,463,existing,junior_high,noun,靴,2
shoot,junior_high,撃つ,,junior_word_list,1734,existing,junior_high,verb,撃つ・撮影する / 撃つ・撮影する（過去形） / 撃つ・撮影する（過去分詞）,4
shop,junior_high,店,,junior_word_list,464;1158,existing,junior_high,verb;noun,買い物をする / 店,4
shopping,junior_high,買物,,junior_word_list,465,existing,junior_high,noun,買い物,2
short,junior_high,短い,,junior_word_list,466,existing,junior_high,adjective,短い・背が低い,2
should,junior_high,すべきである,,junior_word_list,1159,existing,junior_high,auxiliary,〜すべきだ・〜のはずだ / 〜すべきではない,3
shoulder,junior_high,肩,,junior_word_list,467;708,existing,junior_high,noun,肩,2
shout,junior_high,叫ぶ,,junior_word_list,1160,existing,junior_high,verb,叫ぶ,2
show,junior_high,を見せる,,junior_word_list,468;1161,existing,junior_high,verb;noun,見せる / ショー・番組 / 見せる（過去分詞）,5
sick,junior_high,病気の,,junior_word_list,470,existing,junior_high,adjective,病気の,2
side,junior_high,側面,,junior_word_list,1162;1735,existing,junior_high,noun,側面・側,2
sign,junior_high,合図，標識,兆候,junior_word_list;high_word_list,1737;209,existing,junior_high,noun,合図・標識・印,2
signal,junior_high,信号,,junior_word_list,1738,existing,junior_high,noun,信号・合図,2
silent,junior_high,静かな,,junior_word_list,1739,existing,junior_high,adjective,静かな・無言の,2
silk,junior_high,絹,,junior_word_list,1740,existing,junior_high,noun,絹,2
silver,junior_high,銀,,junior_word_list,1741,existing,junior_high,noun,銀,2
similar,junior_high,同じような,,junior_word_list,1164,existing,high_school,adjective,似ている・同様の,2
simple,junior_high,単純な，簡単な,,junior_word_list,1742,existing,junior_high,adjective,簡単な・質素な,2
since,junior_high,～以来,,junior_word_list,1743,existing,junior_high,conjunction,〜以来・〜なので,2
sing,junior_high,を歌う,,junior_word_list,471,existing,junior_high,verb,歌う（過去形） / 歌う / 歌う（過去分詞）,4
singer,junior_high,歌手,,junior_word_list,472,existing,junior_high,noun,歌手,2
sister,junior_high,姉妹,,junior_word_list,473,existing,junior_high,noun,姉妹・姉・妹,2
sit,junior_high,座る,,junior_word_list,474;630,existing,junior_high,verb,座る（過去形） / 座る（過去分詞） / 座る,4
site,junior_high,場所,場所,junior_word_list;high_word_list,1744;1785;2125,existing,high_school,noun,場所・用地・サイト,2
six,junior_high,6,,junior_word_list,475,existing,junior_high,numeral,6・六つ,2
sixteen,junior_high,16,,junior_word_list,476,existing,junior_high,numeral,16・十六,2
sixth,junior_high,6番目,,junior_word_list,477,existing,junior_high,ordinal,6番目の,2
sixty,junior_high,60,,junior_word_list,478,existing,junior_high,numeral,60・六十,2
skill,junior_high,技術,,junior_word_list,1166,existing,high_school,noun,技能・能力,2
sky,junior_high,空,,junior_word_list,1167;1745,existing,junior_high,noun,空,2
sleep,junior_high,眠る,,junior_word_list,479;686;1746,existing,junior_high,verb,眠る / 眠る（過去形） / 眠る（過去分詞）,4
sleepy,junior_high,眠い,,junior_word_list,1747,existing,junior_high,adjective,眠い,2
slowly,junior_high,ゆっくりと,,junior_word_list,606;1168,existing,junior_high,adverb,ゆっくりと,2
small,junior_high,小さい,,junior_word_list,480,existing,junior_high,adjective,小さな,2
smell,junior_high,においがする,臭う,junior_word_list;high_word_list,1748;648,existing,junior_high,verb,においがする・においをかぐ / においがする・においをかぐ（過去形） / においがする・においをかぐ（過去分詞）,4
smile,junior_high,ほほえむ,,junior_word_list,481;1169,existing,junior_high,noun,ほほ笑み・笑顔,2
smoke,junior_high,煙,,junior_word_list,1749,existing,junior_high,noun,煙,2
snake,junior_high,ヘビ,,junior_word_list,482,existing,junior_high,noun,蛇,2
snow,junior_high,雪,,junior_word_list,483;1171,existing,junior_high,noun,雪,2
snowy,junior_high,雪の降る,,junior_word_list,484,existing,junior_high,adjective,雪の降る,2
so,junior_high,とても,,junior_word_list,591,existing,junior_high,adverb,とても・だから,2
society,junior_high,社会,社会,junior_word_list;high_word_list,1172;311,existing,high_school,noun,社会,2
soft,junior_high,やわらかい,,junior_word_list,1173,existing,junior_high,adjective,柔らかい,2
soil,junior_high,土,,junior_word_list,1752,existing,junior_high,noun,土・土壌,2
sold,junior_high,売った,,junior_word_list,1753,existing,junior_high,verb,売る（過去形） / 売る（過去分詞）,2
solve,junior_high,を解決する,解く,junior_word_list;high_word_list,1754;438,existing,junior_high,verb,解決する,2
some,junior_high,いくつかの,,junior_word_list,485,existing,junior_high,adjective,いくつかの・多少の,2
someone,junior_high,だれか，ある人,,junior_word_list,1756,existing,junior_high,pronoun,誰か,2
something,junior_high,なにか,,junior_word_list,486,existing,junior_high,pronoun,何か・あるもの,2
sometime,junior_high,いつか,,junior_word_list,1174,existing,junior_high,adverb,いつか,2
sometimes,junior_high,ときどき,,junior_word_list,487,existing,junior_high,adverb,時々,2
son,junior_high,息子,,junior_word_list,1758,existing,junior_high,noun,息子,2
song,junior_high,歌,,junior_word_list,488,existing,junior_high,noun,歌,2
soon,junior_high,すぐに,,junior_word_list,489,existing,junior_high,adverb,すぐに,2
sorry,junior_high,残念で,,junior_word_list,1175,existing,junior_high,adjective,すまなく思って・残念な,2
sort,junior_high,種類,種類,junior_word_list;high_word_list,1759;302,existing,junior_high,noun,種類,2
sound,junior_high,に聞こえる,,junior_word_list,490,existing,junior_high,noun;verb,音 / 〜のように聞こえる,4
soup,junior_high,スープ,,junior_word_list,491,existing,junior_high,noun,スープ,2
south,junior_high,南,,junior_word_list,619;723,existing,junior_high,noun,南,2
speak,junior_high,を話す,,junior_word_list,492,existing,junior_high,verb,話す / 話す（過去形） / 話す（過去分詞）,4
special,junior_high,特別の,,junior_word_list,493,existing,junior_high,adjective,特別な,2
